ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
3536,Cytochrome P450 2C19,CYP2C19,181344,M61854,P33261,CP2CJ_HUMAN,4GQS,,,HGNC:2621,Humans,DB00052; DB00091; DB00109; DB00170; DB00176; DB00184; DB00188; DB00196; DB00197; DB00203; DB00208; DB00213; DB00215; DB00216; DB00220; DB00227; DB00239; DB00250; DB00252; DB00273; DB00285; DB00289; DB00297; DB00312; DB00313; DB00317; DB00321; DB00328; DB00330; DB00333; DB00334; DB00338; DB00343; DB00347; DB00349; DB00357; DB00363; DB00373; DB00395; DB00396; DB00398; DB00418; DB00420; DB00425; DB00443; DB00444; DB00446; DB00448; DB00454; DB00455; DB00458; DB00468; DB00470; DB00472; DB00476; DB00501; DB00502; DB00503; DB00514; DB00518; DB00531; DB00532; DB00540; DB00546; DB00549; DB00564; DB00571; DB00574; DB00582; DB00586; DB00590; DB00598; DB00599; DB00604; DB00615; DB00619; DB00622; DB00624; DB00625; DB00635; DB00641; DB00661; DB00665; DB00672; DB00673; DB00675; DB00678; DB00679; DB00682; DB00701; DB00705; DB00715; DB00717; DB00726; DB00736; DB00738; DB00741; DB00745; DB00752; DB00758; DB00763; DB00776; DB00780; DB00783; DB00794; DB00818; DB00829; DB00849; DB00850; DB00857; DB00898; DB00909; DB00918; DB00921; DB00932; DB00935; DB00945; DB00949; DB00951; DB00956; DB00959; DB00966; DB00972; DB00977; DB00980; DB00983; DB00986; DB01006; DB01007; DB01016; DB01018; DB01026; DB01036; DB01037; DB01039; DB01041; DB01043; DB01045; DB01050; DB01058; DB01065; DB01075; DB01076; DB01086; DB01093; DB01095; DB01104; DB01110; DB01118; DB01120; DB01124; DB01128; DB01129; DB01131; DB01142; DB01166; DB01171; DB01174; DB01175; DB01181; DB01183; DB01201; DB01220; DB01222; DB01224; DB01234; DB01241; DB01242; DB01259; DB01274; DB01283; DB01320; DB01323; DB01355; DB01418; DB01424; DB01435; DB01483; DB01544; DB01558; DB01559; DB01589; DB01601; DB01621; DB01628; DB01685; DB02709; DB03783; DB04216; DB04861; DB04871; DB04911; DB04920; DB04938; DB04948; DB04951; DB05087; DB05109; DB05246; DB05271; DB05351; DB05467; DB05541; DB05812; DB05928; DB06016; DB06083; DB06119; DB06137; DB06176; DB06204; DB06209; DB06218; DB06268; DB06403; DB06413; DB06414; DB06442; DB06448; DB06470; DB06595; DB06605; DB06626; DB06654; DB06684; DB06697; DB06712; DB06730; DB06731; DB06738; DB06739; DB06789; DB08496; DB08502; DB08828; DB08864; DB08895; DB08896; DB08899; DB08912; DB08918; DB08932; DB08933; DB09049; DB09054; DB09061; DB09068; DB09078; DB09118; DB09119; DB09120; DB09166; DB09167; DB09198; DB09213; DB09238; DB09241; DB09280; DB09570; DB11586; DB11614; DB11632; DB11633; DB11638; DB11689; DB11697; DB11718; DB11739; DB11753; DB11823; DB11837; DB11901; DB11967; DB12015; DB12020; DB12070; DB12095; DB12130; DB12151; DB12245; DB12265; DB12319; DB12332; DB12474; DB12499; DB12500; DB12543; DB12597; DB12834; DB13746; DB13762; DB13874; DB13941; DB13943; DB13944; DB13946; DB13952; DB13953; DB13954; DB13955; DB13956; DB14009; DB14011; DB14025; DB14055; DB14575; DB14631; DB14635; DB14649; DB14737; DB14881; DB14921; DB14973; DB14975; DB14984; DB15093; DB15328; DB15444; DB15463; DB16220; DB16236; DB16267; DB16349; DB16703
3537,"Cholesterol side-chain cleavage enzyme, mitochondrial",CYP11A1,181376,M14565,P05108,CP11A_HUMAN,3N9Y; 3N9Z; 3NA0; 3NA1,,,HGNC:2590,Humans,DB00153; DB00169; DB00390; DB00624; DB01396; DB01437; DB02901; DB13943; DB13944; DB13946
3538,UDP-glucuronosyltransferase 1-9,UGT1A9,7690346,S55985,O60656,UD19_HUMAN,"",,,HGNC:12541,Humans,DB00197; DB00252; DB00313; DB00316; DB00328; DB00398; DB00470; DB00494; DB00502; DB00580; DB00586; DB00598; DB00688; DB00712; DB00731; DB00744; DB00749; DB00762; DB00784; DB00788; DB00818; DB00842; DB00861; DB00935; DB00977; DB00983; DB01024; DB01039; DB01045; DB01050; DB01241; DB01283; DB01320; DB01609; DB01685; DB04552; DB04847; DB04854; DB04953; DB05016; DB06204; DB06210; DB06235; DB06292; DB06403; DB06695; DB06738; DB06739; DB06741; DB08896; DB08907; DB08930; DB09038; DB09061; DB09185; DB09213; DB09241; DB09274; DB09285; DB09288; DB11633; DB11638; DB11751; DB11827; DB11978; DB12010; DB12243; DB12713; DB12941; DB13609; DB13874; DB14009; DB14737; DB15456; DB16650; DB16703
3539,Aldehyde oxidase,AOX1,438656,L11005,Q06278,AOXA_HUMAN,4UHW; 4UHX,,,HGNC:553,Humans,DB00157; DB00170; DB00246; DB00339; DB00426; DB00437; DB00481; DB00484; DB00513; DB00563; DB00909; DB00962; DB01033; DB04827; DB08840; DB09054; DB09078; DB11791; DB12466
3540,Adenosine kinase,ADK,1224125,U50196,P55263,ADK_HUMAN,1BX4; 2I6A; 2I6B; 4O1L,,,HGNC:257,Humans,DB00171; DB00640; DB00811; DB01048
3541,UDP-glucuronosyltransferase 1-1,UGT1A1,184473,M57899,P22309,UD11_HUMAN,"",,,HGNC:12530,Humans,DB00173; DB00193; DB00197; DB00220; DB00224; DB00227; DB00252; DB00279; DB00295; DB00304; DB00313; DB00316; DB00328; DB00350; DB00398; DB00439; DB00451; DB00455; DB00470; DB00481; DB00495; DB00530; DB00564; DB00598; DB00625; DB00641; DB00678; DB00688; DB00695; DB00704; DB00712; DB00762; DB00773; DB00783; DB00818; DB00870; DB00906; DB00909; DB00916; DB00932; DB00947; DB00957; DB00973; DB00977; DB01009; DB01024; DB01026; DB01032; DB01045; DB01048; DB01067; DB01072; DB01076; DB01095; DB01136; DB01174; DB01183; DB01241; DB01420; DB01544; DB01609; DB02703; DB03496; DB04854; DB04953; DB05015; DB05018; DB05039; DB06077; DB06210; DB06510; DB06626; DB06741; DB06817; DB08804; DB08896; DB08912; DB08930; DB09074; DB09079; DB09101; DB09119; DB09183; DB09213; DB09276; DB09288; DB09296; DB09297; DB09298; DB11689; DB11751; DB11799; DB11827; DB11943; DB11963; DB11967; DB12016; DB12020; DB12070; DB12243; DB12332; DB12597; DB12713; DB12893; DB12978; DB13874; DB13878; DB13879; DB13952; DB13953; DB13954; DB13955; DB13956; DB14575; DB15328; DB15456; DB15673; DB16236; DB16703
3542,"Cytochrome P450 11B2, mitochondrial",CYP11B2,35200,X54741,P19099,C11B2_HUMAN,4DVQ; 4FDH; 4ZGX,,,HGNC:2592,Humans,DB00292; DB00700; DB00741; DB01011; DB01388; DB04630; DB06281; DB14539; DB14540; DB14543; DB14544; DB14545
3543,Cytochrome P450 1A1,CYP1A1,181276,K03191,P04798,CP1A1_HUMAN,4I8V,,,HGNC:2595,Humans,DB00165; DB00169; DB00170; DB00176; DB00184; DB00197; DB00201; DB00277; DB00317; DB00325; DB00338; DB00356; DB00363; DB00381; DB00396; DB00428; DB00448; DB00455; DB00466; DB00468; DB00470; DB00499; DB00502; DB00518; DB00530; DB00539; DB00550; DB00553; DB00568; DB00571; DB00575; DB00605; DB00608; DB00613; DB00624; DB00633; DB00636; DB00643; DB00655; DB00675; DB00730; DB00738; DB00740; DB00755; DB00783; DB00818; DB00851; DB00889; DB00898; DB00908; DB00972; DB01026; DB01041; DB01059; DB01064; DB01065; DB01087; DB01095; DB01115; DB01118; DB01129; DB01132; DB01136; DB01167; DB01174; DB01234; DB01254; DB01381; DB01393; DB01407; DB01591; DB01685; DB02709; DB03783; DB04840; DB04841; DB04871; DB04905; DB04957; DB04975; DB05928; DB06176; DB06292; DB06654; DB06770; DB08496; DB08846; DB08922; DB08931; DB08995; DB09061; DB09238; DB11155; DB11511; DB11757; DB12245; DB12483; DB13943; DB13944; DB13946; DB13952; DB13953; DB13954; DB13955; DB13956; DB14009; DB14649; DB14737; DB15305; DB16165
3544,UDP-glucuronosyltransferase 1-4,UGT1A4,184475,M57951,P22310,UD14_HUMAN,"",,,HGNC:12536,Humans,DB00197; DB00252; DB00313; DB00321; DB00334; DB00363; DB00434; DB00683; DB00831; DB00910; DB00920; DB00924; DB00977; DB01217; DB04953; DB06077; DB06216; DB08804; DB09054; DB09241; DB09262; DB11827; DB11837; DB12020; DB12978; DB13874
3545,Alcohol dehydrogenase 6,ADH6,193787401,AK092768,P28332,ADH6_HUMAN,"",,,HGNC:255,Humans,DB00157; DB00898; DB01048
3546,"Alkaline phosphatase, tissue-nonspecific isozyme",ALPL,28738,X14174,P05186,PPBT_HUMAN,"",,,HGNC:438,Humans,DB00165; DB01143; DB09498
3547,Kanamycin nucleotidyltransferase,knt,46496,X03408,P05057,KANU_STAAU,1KAN; 1KNY,,,,Staphylococcus aureus,DB01172
3548,Aminoglycoside 3'-phosphotransferase,aphA1,43026,V00359,P00551,KKA1_ECOLX,"",,,,Escherichia coli,DB01172
3549,Cytochrome P450 2B6,CYP2B6,181296,M29874,P20813,CP2B6_HUMAN,3IBD; 3QOA; 3QU8; 3UA5; 4I91; 4RQL; 4RRT,,,HGNC:2615,Humans,DB00170; DB00176; DB00184; DB00193; DB00197; DB00208; DB00220; DB00231; DB00238; DB00252; DB00257; DB00281; DB00296; DB00313; DB00321; DB00333; DB00349; DB00379; DB00381; DB00398; DB00412; DB00435; DB00439; DB00443; DB00454; DB00455; DB00458; DB00470; DB00472; DB00476; DB00481; DB00503; DB00514; DB00515; DB00531; DB00532; DB00564; DB00568; DB00574; DB00582; DB00586; DB00604; DB00615; DB00622; DB00624; DB00625; DB00635; DB00641; DB00655; DB00661; DB00675; DB00701; DB00714; DB00715; DB00741; DB00745; DB00751; DB00753; DB00755; DB00758; DB00762; DB00763; DB00772; DB00778; DB00818; DB00829; DB00836; DB00849; DB00865; DB00898; DB00908; DB00956; DB00957; DB00959; DB00972; DB00986; DB00997; DB01026; DB01028; DB01037; DB01041; DB01043; DB01045; DB01069; DB01074; DB01076; DB01086; DB01095; DB01104; DB01110; DB01115; DB01138; DB01151; DB01156; DB01159; DB01167; DB01173; DB01174; DB01181; DB01184; DB01201; DB01221; DB01222; DB01234; DB01236; DB01320; DB01394; DB01435; DB01466; DB01544; DB01559; DB01589; DB01601; DB02709; DB03575; DB04572; DB04817; DB04856; DB04868; DB04871; DB04930; DB04938; DB04975; DB05087; DB05219; DB05541; DB05667; DB06119; DB06137; DB06148; DB06176; DB06209; DB06413; DB06470; DB06595; DB06697; DB06710; DB06729; DB06738; DB06739; DB08816; DB08822; DB08864; DB08865; DB08881; DB08883; DB08896; DB08899; DB08912; DB09054; DB09061; DB09068; DB09074; DB09078; DB09118; DB09185; DB09238; DB09241; DB09280; DB09499; DB09570; DB11586; DB11613; DB11632; DB11633; DB11642; DB11672; DB11739; DB11753; DB11757; DB11823; DB11837; DB11853; DB11932; DB11951; DB12001; DB12020; DB12070; DB12095; DB12130; DB12151; DB12245; DB12265; DB12499; DB12808; DB12978; DB13132; DB13874; DB13941; DB13943; DB13944; DB13946; DB13997; DB14009; DB14568; DB14631; DB14635; DB14649; DB14737; DB14921; DB14973; DB14975; DB15011; DB15035; DB15444; DB15568; DB15569; DB16236; DB16650
3550,Cytochrome P450 3A43,CYP3A43,12642642,AF319634,Q9HB55,CP343_HUMAN,"",,,HGNC:17450,Humans,DB00624; DB01045; DB01058; DB01234; DB06412; DB06595; DB09048; DB09054; DB09065; DB09102; DB11574; DB12070; DB12332; DB13179; DB13943; DB13944; DB13946; DB14649
3553,Acetylserotonin O-methyltransferase,ASMT,607840,U11090,P46597,ASMT_HUMAN,4A6D; 4A6E,,,HGNC:750,Humans,DB01065
3559,"6-phosphogluconate dehydrogenase, decarboxylating",PGD,984325,U30255,P52209,6PGD_HUMAN,2JKV; 4GWG; 4GWK,,,HGNC:8891,Humans,DB00563; DB00695; DB00814; DB00867
3562,Serum paraoxonase/lactonase 3,PON3,12751374,AF320003,Q15166,PON3_HUMAN,"",,,HGNC:9206,Humans,DB00227; DB00974; DB14598; DB14600
3578,Guanylate cyclase soluble subunit alpha-2,GUCY1A2,31671,X63282,P33402,GCYA2_HUMAN,"",,,HGNC:4684,Humans,DB06154; DB09282; DB13749
3589,"Deoxyguanosine kinase, mitochondrial",DGUOK,1477482,U41668,Q16854,DGUOK_HUMAN,2OCP,,,HGNC:2858,Humans,DB01280
3606,Dimethylaniline monooxygenase [N-oxide-forming] 3,FMO3,188631,M83772,P31513,FMO3_HUMAN,"",,,HGNC:3771,Humans,DB00250; DB00334; DB00363; DB00501; DB00582; DB00675; DB00763; DB00768; DB00918; DB01254; DB05294; DB11828; DB11886; DB12265; DB12278; DB12500; DB13609; DB15305
3607,Arylamine N-acetyltransferase 2,NAT2,219412,D90040,P11245,ARY2_HUMAN,2PFR,,,HGNC:7646,Humans,DB00250; DB00316; DB00945; DB00951; DB01015; DB01068; DB04953; DB09288; DB11640; DB12612
3608,Arylamine N-acetyltransferase 1,NAT1,219414,D90041,P18440,ARY1_HUMAN,2DSS; 2GWU; 2IJA; 2PQT,,,HGNC:7645,Humans,DB00244; DB01015; DB11640
3609,Dimethylaniline monooxygenase [N-oxide-forming] 1,FMO1,182671,M64082,Q01740,FMO1_HUMAN,"",,,HGNC:3769,Humans,DB00185; DB00501; DB00582; DB00675; DB00768; DB04871; DB05294; DB12278; DB13609; DB15305
3610,3-oxo-5-beta-steroid 4-dehydrogenase,AKR1D1,431857,Z28339,P51857,AK1D1_HUMAN,3BUR; 3BUV; 3BV7; 3CAQ; 3CAS; 3CAV; 3CMF; 3COT; 3DOP; 3G1R; 3UZW; 3UZX; 3UZY; 3UZZ,,,HGNC:388,Humans,DB00717; DB00741
3611,Cytochrome P450 2C18,CYP2C18,,M61853,P33260,CP2CI_HUMAN,2CIK; 2H6P,,,HGNC:2620,Humans,DB00250; DB00252; DB00333; DB00338; DB00349; DB00448; DB00458; DB00531; DB00586; DB00661; DB00682; DB00755; DB00818; DB00829; DB00850; DB00921; DB00986; DB01124; DB01174; DB01181; DB01183; DB01424; DB01435; DB01559; DB08496; DB09166; DB11757; DB14055
3612,Cytochrome P450 3A7,CYP3A7,220149,D00408,P24462,CP3A7_HUMAN,"",,,HGNC:2640,Humans,DB00170; DB00197; DB00199; DB00203; DB00220; DB00224; DB00238; DB00250; DB00252; DB00257; DB00281; DB00333; DB00342; DB00343; DB00396; DB00398; DB00401; DB00404; DB00439; DB00443; DB00446; DB00458; DB00468; DB00470; DB00490; DB00502; DB00503; DB00514; DB00528; DB00537; DB00541; DB00571; DB00582; DB00588; DB00604; DB00619; DB00620; DB00624; DB00625; DB00637; DB00656; DB00675; DB00683; DB00705; DB00731; DB00741; DB00755; DB00762; DB00780; DB00783; DB00802; DB00813; DB00829; DB00877; DB00897; DB00904; DB00908; DB00916; DB00921; DB00938; DB00962; DB01016; DB01023; DB01045; DB01054; DB01058; DB01059; DB01076; DB01100; DB01114; DB01166; DB01167; DB01174; DB01184; DB01216; DB01224; DB01227; DB01229; DB01232; DB01234; DB01238; DB01248; DB01268; DB01388; DB01708; DB04946; DB05804; DB06287; DB06412; DB06595; DB06730; DB06731; DB08906; DB09054; DB09061; DB09065; DB09102; DB11574; DB12070; DB12332; DB12483; DB13179; DB13867; DB13943; DB13944; DB13946; DB13952; DB13953; DB13954; DB13955; DB13956; DB14009; DB14185; DB14538; DB14539; DB14540; DB14541; DB14542; DB14543; DB14544; DB14649; DB14737; DB15305; DB16390
3645,Solute carrier family 22 member 8,SLC22A8,4378059,AF097491,Q8TCC7,S22A8_HUMAN,"",,,HGNC:10972,Humans,DB05016
3657,Multidrug and toxin extrusion protein 1,SLC47A1,7023138,AK001709,Q96FL8,S47A1_HUMAN,"",,,HGNC:25588,Humans,DB11799
3659,Solute carrier organic anion transporter family member 1B3,SLCO1B3,9187497,AJ251506,Q9NPD5,SO1B3_HUMAN,"",,,HGNC:10961,Humans,DB05016
3677,UDP-glucuronosyltransferase 1-3,UGT1A3,340135,M84127,P35503,UD13_HUMAN,"",,,HGNC:12535,Humans,DB00197; DB00227; DB00295; DB00313; DB00327; DB00434; DB00455; DB00470; DB00586; DB00641; DB00678; DB00712; DB00749; DB00788; DB00796; DB00920; DB00966; DB00973; DB00977; DB01029; DB01050; DB01076; DB01095; DB01217; DB01241; DB01252; DB01544; DB01609; DB04725; DB04854; DB04953; DB05928; DB06210; DB06230; DB06403; DB06510; DB06741; DB08804; DB08860; DB08893; DB08930; DB09038; DB09213; DB11689; DB11691; DB11943; DB12020; DB12070; DB12130; DB13874; DB13919; DB13997
3678,UDP-glucuronosyltransferase 1-10,UGT1A10,2039362,U89508,Q9HAW8,UD110_HUMAN,"",,,HGNC:12531,Humans,DB00197; DB00313; DB00470; DB00481; DB00675; DB00678; DB00688; DB00749; DB00788; DB01024; DB06401; DB08804; DB09079; DB09288; DB12243; DB14009; DB14737
3679,UDP-glucuronosyltransferase 2B7,UGT2B7,340080,J05428,P16662,UD2B7_HUMAN,2O6L,,,HGNC:12554,Humans,DB00197; DB00227; DB00295; DB00313; DB00318; DB00327; DB00328; DB00445; DB00465; DB00495; DB00514; DB00564; DB00586; DB00598; DB00641; DB00675; DB00678; DB00688; DB00712; DB00749; DB00784; DB00788; DB00842; DB00870; DB00973; DB00977; DB00983; DB01006; DB01024; DB01026; DB01050; DB01095; DB01136; DB01174; DB01217; DB01241; DB01252; DB01544; DB04854; DB05239; DB05928; DB06119; DB06204; DB06207; DB06230; DB06235; DB06292; DB06403; DB06695; DB06737; DB06777; DB08804; DB08860; DB08893; DB09038; DB09061; DB09212; DB09213; DB09274; DB11638; DB11827; DB11837; DB11936; DB12016; DB12095; DB12235; DB12243; DB12597; DB12713; DB13609; DB13783; DB13874; DB14009; DB14737
3680,UDP-glucuronosyltransferase 2B17,UGT2B17,3287473,U59209,O75795,UDB17_HUMAN,"",,,HGNC:12547,Humans,DB00514; DB00675; DB00678; DB01241; DB09061; DB12243; DB12597; DB14009; DB15463
3681,UDP-glucuronosyltransferase 2B4,UGT2B4,37589,Y00317,P06133,UD2B4_HUMAN,"",,,HGNC:12553,Humans,DB00295; DB00318; DB00333; DB00514; DB00586; DB00647; DB00712; DB01050; DB01136; DB01241; DB06119; DB06292; DB06741; DB08804; DB08907; DB09213; DB12095
3682,UDP-glucuronosyltransferase 1-8,UGT1A8,2613044,AF030310,Q9HAW9,UD18_HUMAN,"",,,HGNC:12540,Humans,DB00197; DB00295; DB00313; DB00481; DB00688; DB00788; DB00818; DB00861; DB00983; DB01024; DB06230; DB06401; DB08893; DB09038; DB09079; DB11633; DB12243; DB14009; DB14737
3683,Cytochrome P450 2J2,CYP2J2,18254513,U37143,P51589,CP2J2_HUMAN,"",,,HGNC:2634,Humans,DB00169; DB00342; DB00470; DB00486; DB00637; DB01118; DB04725; DB04855; DB05316; DB06228; DB06605; DB08918; DB08931; DB09030; DB09061; DB09148; DB12016; DB14009; DB14737; DB15305
3751,Lysozyme C,LYZ,,,P61626,LYSC_HUMAN,133L; 134L; 1B5U; 1B5V; 1B5W; 1B5X; 1B5Y; 1B5Z; 1B7L; 1B7M; 1B7N; 1B7O; 1B7P; 1B7Q; 1B7R; 1B7S; 1BB3; 1BB4; 1BB5; 1C43; 1C45; 1C46; 1C7P; 1CJ6; 1CJ7; 1CJ8; 1CJ9; 1CKC; 1CKD; 1CKF; 1CKG; 1CKH; 1D6P; 1D6Q; 1DI3; 1DI4; 1DI5; 1EQ4; 1EQ5; 1EQE; 1GAY; 1GAZ; 1GB0; 1GB2; 1GB3; 1GB5; 1GB6; 1GB7; 1GB8; 1GB9; 1GBO; 1GBW; 1GBX; 1GBY; 1GBZ; 1GDW; 1GDX; 1GE0; 1GE1; 1GE2; 1GE3; 1GE4; 1GEV; 1GEZ; 1GF0; 1GF3; 1GF4; 1GF5; 1GF6; 1GF7; 1GF8; 1GF9; 1GFA; 1GFE; 1GFG; 1GFH; 1GFJ; 1GFK; 1GFR; 1GFT; 1GFU; 1GFV; 1HNL; 1I1Z; 1I20; 1I22; 1INU; 1IOC; 1IP1; 1IP2; 1IP3; 1IP4; 1IP5; 1IP6; 1IP7; 1IWT; 1IWU; 1IWV; 1IWW; 1IWX; 1IWY; 1IWZ; 1IX0; 1IY3; 1IY4; 1JKA; 1JKB; 1JKC; 1JKD; 1JSF; 1JWR; 1LAA; 1LHH; 1LHI; 1LHJ; 1LHK; 1LHL; 1LHM; 1LMT; 1LOZ; 1LYY; 1LZ1; 1LZ4; 1LZ5; 1LZ6; 1LZR; 1LZS; 1OP9; 1OUA; 1OUB; 1OUC; 1OUD; 1OUE; 1OUF; 1OUG; 1OUH; 1OUI; 1OUJ; 1QSW; 1RE2; 1REM; 1REX; 1REY; 1REZ; 1TAY; 1TBY; 1TCY; 1TDY; 1UBZ; 1W08; 1WQM; 1WQN; 1WQO; 1WQP; 1WQQ; 1WQR; 1YAM; 1YAN; 1YAO; 1YAP; 1YAQ; 207L; 208L; 2BQA; 2BQB; 2BQC; 2BQD; 2BQE; 2BQF; 2BQG; 2BQH; 2BQI; 2BQJ; 2BQK; 2BQL; 2BQM; 2BQN; 2BQO; 2HEA; 2HEB; 2HEC; 2HED; 2HEE; 2HEF; 2LHM; 2MEA; 2MEB; 2MEC; 2MED; 2MEE; 2MEF; 2MEG; 2MEH; 2MEI; 2NWD; 2ZIJ; 2ZIK; 2ZIL; 2ZWB; 3EBA; 3FE0; 3LHM; 3LN2; 4I0C; 4ML7; 4R0P,,,HGNC:6740,Humans,DB11182
3753,Carboxypeptidase A1,CPA1,35330,X67318,P15085,CBPA1_HUMAN,2V77; 3FJU,,,HGNC:2296,Humans,DB11095
3785,Arylsulfate sulfotransferase AssT,assT,115511420,CP000468,A0A0H2Z368,A0A0H2Z368_ECOK1,"",,,,Escherichia coli O1:K1 / APEC,DB09268
3841,"ATP synthase subunit beta, mitochondrial",ATP5B,28940,X03559,P06576,ATPB_HUMAN,"",,,HGNC:830,Humans,DB08949
3894,Beta-lactamase TEM,bla,208959,J01749,P62593,BLAT_ECOLX,1AXB; 1BT5; 1BTL; 1CK3; 1ERM; 1ERO; 1ERQ; 1ESU; 1FQG; 1JTD; 1JTG; 1JVJ; 1JWP; 1JWV; 1JWZ; 1LHY; 1LI0; 1LI9; 1M40; 1NXY; 1NY0; 1NYM; 1NYY; 1PZO; 1PZP; 1S0W; 1TEM; 1XPB; 1XXM; 1YT4; 1ZG4; 1ZG6; 2B5R; 2V1Z; 2V20; 3C7U; 3C7V; 3CMZ; 3DTM; 3JYI; 3TOI; 4DXB; 4DXC; 4GKU; 4IBR; 4IBX; 4ID4; 4MEZ; 4QY5; 4QY6; 4R4R; 4R4S; 4RVA; 4RX2; 4RX3; 4ZJ1; 4ZJ2; 4ZJ3,,,,Escherichia coli,DB01053; DB01598
4122,Enolase-phosphatase E1,ENOPH1,,,Q9UHY7,ENOPH_HUMAN,1YNS; 1ZS9,,,HGNC:24599,Humans,DB09325
4135,Peroxisomal acyl-coenzyme A oxidase 1,ACOX1,495475,U07866,Q15067,ACOX1_HUMAN,"",,,HGNC:119,Humans,DB09328
4352,Alcohol dehydrogenase [NADP(+)],AKR1A1,178481,J04794,P14550,AK1A1_HUMAN,2ALR,,,HGNC:380,Humans,DB00157; DB00898; DB00997; DB06207; DB08904
4353,Aldo-keto reductase family 1 member B10,AKR1B10,3150035,U37100,O60218,AK1BA_HUMAN,1ZUA; 4GA8; 4GAB; 4GQ0; 4GQG; 4I5X; 4ICC; 4JIH; 4JII; 4WEV; 4XZL; 4XZM; 4XZN,,,HGNC:382,Humans,DB06077
4387,Carboxylesterase,,,,Q7SIA5,Q7SIA5_ALCSP,1QLW; 2WKW,,,,Alcaligenes sp.,DB06701
9135,Arylamine N-acetyltransferase,nat,,,P9WJI5,NAT_MYCTU,"",,,,Mycobacterium tuberculosis,DB00515; DB00951; DB01582
4443,Inosine triphosphate pyrophosphatase,ITPA,,,Q9BY32,ITPA_HUMAN,2CAR; 2I5D; 2J4E; 4F95,,,HGNC:6176,Humans,DB00993
4453,"Superoxide dismutase [Mn], mitochondrial",SOD2,,,P04179,SODM_HUMAN,1AP5; 1AP6; 1EM1; 1JA8; 1LUV; 1LUW; 1MSD; 1N0J; 1N0N; 1PL4; 1PM9; 1QNM; 1SZX; 1VAR; 1XDC; 1XIL; 1ZSP; 1ZTE; 1ZUQ; 2ADP; 2ADQ; 2GDS; 2P4K; 2QKA; 2QKC; 3C3S; 3C3T,,,HGNC:11180,Humans,DB06796; DB09221; DB11590
4454,Phosphoglycerate kinase 1,PGK1,,,P00558,PGK1_HUMAN,2WZB; 2WZC; 2WZD; 2X13; 2X14; 2X15; 2XE6; 2XE7; 2XE8; 2Y3I; 2YBE; 2ZGV; 3C39; 3C3A; 3C3B; 3C3C; 3ZOZ; 4AXX; 4O33,,,HGNC:8896,Humans,DB00709
4455,Thiosulfate sulfurtransferase,TST,,,Q16762,THTR_HUMAN,"",,,HGNC:12388,Humans,DB09499
4461,Phosphoglucomutase-1,PGM1,,,P36871,PGM1_HUMAN,"",,,HGNC:8905,Humans,DB06773
4473,Uridine 5'-monophosphate synthase,UMPS,,,P11172,UMPS_HUMAN,2EAW; 2JGY; 2P1F; 2QCC; 2QCD; 2QCE; 2QCF; 2QCG; 2QCH; 2QCL; 2QCM; 2QCN; 2V30; 2WNS; 3BGG; 3BGJ; 3BK0; 3BVJ; 3DBP; 3EWU; 3EWW; 3EWX; 3EWY; 3EWZ; 3EX1; 3EX2; 3EX3; 3EX4; 3EX6; 3G3D; 3G3M; 3L0K; 3L0N; 3MI2; 3MO7; 3MW7; 4HIB; 4HKP,,,HGNC:12563,Humans,DB00544
4477,"Adenylate kinase 2, mitochondrial",AK2,,,P54819,KAD2_HUMAN,2C9Y,,,HGNC:362,Humans,DB00300; DB00718; DB09299; DB14126
4604,"Lactosylceramide alpha-2,3-sialyltransferase",ST3GAL5,,,Q9UNP4,SIAT9_HUMAN,"",,,HGNC:10872,Humans,DB04339
4605,Selenocysteine lyase,SCLY,,,Q96I15,SCLY_HUMAN,3GZC; 3GZD,,,HGNC:18161,Humans,DB11135
4639,"Thymidine kinase 2, mitochondrial",TK2,,,O00142,KITM_HUMAN,"",,,HGNC:11831,Humans,DB00441
4667,Amiloride-sensitive amine oxidase [copper-containing],AOC1,,,Q9TRC7,AOC1_PIG,"",,,,Pig,DB00594
4671,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",CPS1,,,P31327,CPSM_HUMAN,2YVQ,,,HGNC:2323,Humans,DB11118
4673,Cytochrome P450 4B1,CYP4B1,,,P13584,CP4B1_HUMAN,"",,,HGNC:2644,Humans,DB00152; DB01174
4687,A disintegrin and metalloproteinase with thrombospondin motifs 4,ADAMTS4,,,O75173,ATS4_HUMAN,2RJP; 3B2Z; 4WK7; 4WKE; 4WKI,,,HGNC:220,Humans,DB06822
4694,UDP-glucuronosyltransferase 1-6,UGT1A6,,,P19224,UD16_HUMAN,"",,,HGNC:12538,Humans,DB00197; DB00252; DB00313; DB00316; DB00564; DB00688; DB00788; DB00818; DB00945; DB01024; DB01320; DB08826; DB09288; DB12243; DB15598
4695,UDP-glucuronosyltransferase 1-7,UGT1A7,,,Q9HAW7,UD17_HUMAN,"",,,HGNC:12539,Humans,DB00197; DB00564; DB00688; DB00788; DB01024; DB01026; DB09061; DB09079; DB12243; DB14009; DB14737
4696,UDP-glucuronosyltransferase 2B15,UGT2B15,,,P54855,UDB15_HUMAN,"",,,HGNC:12546,Humans,DB00186; DB00197; DB00295; DB00313; DB00316; DB00455; DB00514; DB00783; DB00842; DB00973; DB00983; DB06077; DB06695; DB09185; DB09288; DB11943; DB13874
